Algorithm,TotalCloudlets,Violations,ViolationPct,Tier1,Tier2,Tier3,AvgTardiness,MaxTardiness,PowerConsumption,TotalTimeTaken
ACO_Multiple_Runs_128times_2,251,7,2.79,5,1,1,16.26,83.19,458.62,649.79
ACO_Multiple_Runs_128times_2,251,11,4.38,10,1,0,0.47,1.18,448.37,649.79
ACO_Multiple_Runs_128times_2,251,8,3.19,6,1,1,17.31,65.64,437.50,649.79
ACO_Multiple_Runs_128times_2,251,5,1.99,5,0,0,0.84,2.09,409.44,649.79
ACO_Multiple_Runs_128times_2,251,2,0.80,1,0,1,38.48,76.51,401.54,649.79
ACO_Multiple_Runs_128times_2,251,2,0.80,2,0,0,0.71,0.78,378.64,649.79
ACO_Multiple_Runs_128times_2,251,19,7.57,15,3,1,8.52,77.83,378.03,649.79
ACO_Multiple_Runs_128times_2,251,14,5.58,10,3,1,11.05,73.12,356.19,649.79
ACO_Multiple_Runs_128times_2,251,9,3.59,9,0,0,0.62,1.47,340.29,649.79
ACO_Multiple_Runs_128times_2,251,25,9.96,13,10,2,17.55,69.78,332.04,649.79
ACO_Multiple_Runs_128times_2,251,8,3.19,8,0,0,2.08,13.81,312.08,649.79
ACO_Multiple_Runs_128times_2,251,21,8.37,18,2,1,7.86,99.89,297.89,649.79
ACO_Multiple_Runs_128times_2,251,6,2.39,6,0,0,0.35,0.80,278.95,649.79
ACO_Multiple_Runs_128times_2,251,10,3.98,8,0,2,81.39,493.20,264.51,649.79
ACO_Multiple_Runs_128times_2,251,13,5.18,12,1,0,3.95,37.25,254.52,649.79
ACO_Multiple_Runs_128times_2,251,13,5.18,11,1,1,44.15,500.36,242.84,649.79
ACO_Multiple_Runs_128times_2,251,36,14.34,34,0,2,9.64,187.25,233.56,649.79
ACO_Multiple_Runs_128times_2,251,33,13.15,25,8,0,6.58,41.06,221.10,649.79
ACO_Multiple_Runs_128times_2,251,137,54.58,45,61,31,52.66,226.69,224.76,649.79
ACO_Multiple_Runs_128times_2,251,66,26.29,45,15,6,43.81,506.31,205.99,649.79
ACO_Multiple_Runs_128times_2,251,132,52.59,42,40,50,94.14,336.30,205.43,649.79
ACO_Multiple_Runs_128times_2,251,137,54.58,62,45,30,116.01,633.06,194.98,649.79
ACO_Multiple_Runs_128times_2,251,201,80.08,26,34,141,125.34,335.35,196.50,649.79
ACO_Multiple_Runs_128times_3,234,1,0.43,1,0,0,1.73,1.73,700.00,668.57
ACO_Multiple_Runs_128times_3,234,2,0.85,2,0,0,0.36,0.58,681.88,668.57
ACO_Multiple_Runs_128times_3,234,3,1.28,2,1,0,17.51,27.65,672.42,668.57
ACO_Multiple_Runs_128times_3,234,1,0.43,0,1,0,38.59,38.59,659.21,668.57
ACO_Multiple_Runs_128times_3,234,6,2.56,4,2,0,23.04,66.46,632.16,668.57
ACO_Multiple_Runs_128times_3,234,4,1.71,4,0,0,0.95,2.36,616.18,668.57
ACO_Multiple_Runs_128times_3,234,2,0.85,2,0,0,0.78,1.48,602.34,668.57
ACO_Multiple_Runs_128times_3,234,7,2.99,3,4,0,21.20,35.42,579.98,668.57
ACO_Multiple_Runs_128times_3,234,0,0.00,0,0,0,0.00,0.00,557.28,668.57
ACO_Multiple_Runs_128times_3,234,0,0.00,0,0,0,0.00,0.00,535.26,668.57
ACO_Multiple_Runs_128times_3,234,2,0.85,2,0,0,3.53,4.38,512.98,668.57
ACO_Multiple_Runs_128times_3,234,4,1.71,4,0,0,0.79,1.70,499.11,668.57
ACO_Multiple_Runs_128times_3,234,9,3.85,5,4,0,19.16,41.55,469.74,668.57
ACO_Multiple_Runs_128times_3,234,0,0.00,0,0,0,0.00,0.00,455.43,668.57
ACO_Multiple_Runs_128times_3,234,3,1.28,2,1,0,42.98,128.27,438.68,668.57
ACO_Multiple_Runs_128times_3,234,3,1.28,3,0,0,0.82,1.68,421.15,668.57
ACO_Multiple_Runs_128times_3,234,3,1.28,3,0,0,1.32,3.15,398.24,668.57
ACO_Multiple_Runs_128times_3,234,8,3.42,8,0,0,1.41,3.98,368.54,668.57
ACO_Multiple_Runs_128times_3,234,2,0.85,2,0,0,0.26,0.35,355.33,668.57
ACO_Multiple_Runs_128times_3,234,7,2.99,7,0,0,2.71,13.43,334.78,668.57
ACO_Multiple_Runs_128times_3,234,8,3.42,7,0,1,24.45,177.79,321.77,668.57
